method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,4962314,4999481,4933698,65783,28616,14412060,25.37889997493333,0.3383871848360072,0.1472004572802575,74.13551238295041,0.9905238965467568,0.9812257002997355,0.9868420342031504,0.9942333354963028,0.9954562982897384,0.0045437017102616,0.0132565170200837,5.0,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,5104963,5063770,4983832,79938,121131,14255256,25.636788838690965,0.4112003827952624,0.6230968196398825,73.32891395887388,0.9802267401455028,0.9612202817372985,0.98421373798573,0.976271914213678,0.9944236541200628,0.0055763458799371,0.0156588794081367,5.0,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,4932786,4954827,4870253,84574,62533,14422797,25.052539441939693,0.4350479268248708,0.3216692128566657,74.19074341837877,0.985122091651443,0.9706803976593268,0.982930988306958,0.9873229854285184,0.9941702738559592,0.0058297261440408,0.0171452805777505,5.0,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,64089,52783,51595,1188,12494,19374880,0.2654042351612695,0.0061110617573716,0.064269028279967,99.6642156748014,0.8829317543979739,0.7904009069044227,0.977492753348616,0.8050523490770647,0.9999386872506848,6.131274931528935e-05,0.0185367223704535,10.563133212302654,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,61689,69396,57687,11709,4002,19366759,0.2967414306376229,0.0602309950480338,0.0205862534957922,99.62244132081857,0.8801464698478086,0.7859478459903539,0.8312726958326129,0.9351261975392696,0.9993957726689232,0.0006042273310769,0.1898069347857802,156.9924955978604,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,264418,262232,251556,10676,12862,19165063,1.2940018951493035,0.0549172519542923,0.0661620171071663,98.58491883578924,0.9553061805753348,0.9144365198804772,0.9592879587540803,0.9513573206060102,0.9994432548336208,0.0005567451663792,0.0403754661180403,6.638784265648129,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,967864,959097,942521,16576,25343,18455717,4.848319897827986,0.08526680108602,0.130364173499216,94.93604912758676,0.9782460568740105,0.9574184307829832,0.9827170765834948,0.9738155360670508,0.9991026560698232,0.0008973439301769,0.0171263731268029,5.0,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,True,evaluable,19440157,3029366,3049541,2988899,60642,40467,16350149,15.37487068648674,0.311941925160378,0.2081618991040041,84.10502548924887,0.9833672401963052,0.9672787254919728,0.9801143844270336,0.9866417593648308,0.9963047485035912,0.0036952514964086,0.0200180499814152,5.0,False,,,
nnunet_v1_seed20260522,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19440157,0,9807,0,9807,0,19430350,0.0,0.0504471234465853,0.0,99.9495528765534,,,,,,,,,False,9807.0,0.0005044712344658,1.0
nnunet_v1_seed20260522,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_v1__seed20260522/136032_122089.nii.gz,True,evaluable,22479189,5598574,5698962,5516735,182227,81839,16698388,24.54152149350228,0.8106475727393903,0.3640656253212694,74.28376530843707,0.9766262307108382,0.9543201712011882,0.9680245279754454,0.9853821705312816,0.9892049549142612,0.0107950450857388,0.0325488240398358,20.0,False,,,
