method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,4962314,4972560,4916142,56418,46172,14410905,25.3022843401552,0.290370839146403,0.237636966660777,74.16970785403763,0.989673749259427,0.9795585817294088,0.9886541338867706,0.990695469895698,0.996100315172337,0.003899684827663,0.0113692926324291,6.835933685302734,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,5104963,5079555,4976391,103164,128572,14221510,25.612372480247576,0.5309620555443213,0.661731354013459,73.19493411019464,0.9772462476869302,0.95550492528312,0.9796903468906232,0.9748143130518282,0.9927981607120692,0.0072018392879307,0.0202085695821889,6.493545849173047,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,4932786,4976021,4873559,102462,59227,14394389,25.08311915451637,0.5273490184093507,0.3048281344628312,74.08470369261144,0.983682293943156,0.9678885727177688,0.979408848957832,0.9879931949206796,0.9929321202239024,0.0070678797760975,0.0207716288523361,5.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,64089,61583,60019,1564,4070,19363984,0.3089043814869006,0.008049558517228,0.0209473805403569,99.66209867945553,0.955169011394742,0.9141851857493184,0.9746033808031436,0.936494562249372,0.9999192380200136,8.076197998631384e-05,0.0244035637940988,2.7621351896604573,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,61689,60653,57878,2775,3811,19365173,0.2978851329028946,0.0142823049138797,0.0196143654150615,99.66821819676817,0.9461673014990764,0.8978344502357906,0.9542479349743624,0.9382223735187796,0.99985672204407,0.00014327795593,0.0449837086028303,5.258949086084589,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,264418,254078,244399,9679,20019,19155540,1.2578670409539816,0.0498156501843034,0.1030333196652104,98.5892839891965,0.942722798247238,0.8916514956384054,0.9619053991294012,0.9242903281924832,0.9994949705505582,0.0005050294494417,0.0366049209963013,9.478913118654203,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,967864,963553,944538,19015,23326,18442758,4.861326024773391,0.097865956013486,0.1200537097013186,94.9207543095118,0.9780777532764804,0.9570960573687352,0.9802657456310137,0.9758995065422414,0.998970033918194,0.0010299660818059,0.0196463552730548,5.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,True,evaluable,19429637,3029366,3042024,2978137,63887,51229,16336384,15.327805661011576,0.3288121131650581,0.2636642156515842,84.07971801017177,0.9810395971927351,0.9627848093899852,0.978998522036644,0.9830892008426846,0.9961045155900168,0.0038954844099832,0.0210892312120754,5.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19429637,0,4166,0,4166,0,19425471,0.0,0.021441471088729,0.0,99.97855852891126,,,,,,,,,False,4166.0,0.0002144147108872,1.0
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,5598574,5704639,5527798,176841,70776,16695139,24.600185647403265,0.786989942482059,0.3149722076278137,74.29785220248687,0.978093220042832,0.9571256784144516,0.969000492406268,0.9873582094297584,0.9895186575612348,0.0104813424387653,0.0315867933513069,15.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,5854324,5933246,5650839,282407,203485,16333823,25.147751141338127,1.2567869933246862,0.905562898004206,72.68989896733298,0.9587792903880952,0.9208223401025726,0.952402614016004,0.9652419305798586,0.9830041471501056,0.0169958528498943,0.0482390451912125,15.314592490956542,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,5843999,5720450,5638330,82120,205669,16544435,25.09208273191662,0.3654560541765014,0.9152822845400252,73.62717892936685,0.9751143353219855,0.9514371884871026,0.985644486010716,0.9648068043817256,0.9950609130995568,0.0049390869004432,0.0140520215694766,10.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,63016,62522,59282,3240,3734,22404298,0.2638208207950725,0.014418870135556,0.0166173028043723,99.705143006265,0.9444470996829644,0.8947416083071722,0.9481782412590768,0.9407452075663324,0.999855405801387,0.0001445941986129,0.0514155135203757,5.0,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,70024,66750,65229,1521,4795,22399009,0.2902865679235145,0.0067688584803027,0.0213390377469109,99.68160553584929,0.9538216327664616,0.9117198965685932,0.9772134831460674,0.9315234776648006,0.9999320998208524,6.790017914754696e-05,0.0217211241859933,3.4777529674208143,False,,,
swinunetr_seed20260522,0,v1_comparison,TB,136032_122089,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260522/136032_122089.nii.gz,True,evaluable,22470554,318368,305828,295550,10278,22818,22141908,1.3152768730134556,0.0457398602633473,0.1015462280102217,98.53743703871297,0.94697819274715,0.8992958989307644,0.966392874426148,0.9283282239421048,0.999536027731078,0.0004639722689219,0.0322833953161121,6.253048630096236,False,,,
